template,frequency
"The [X], who ceased to cry a voice, is [Y]",1
"The [X], who was likely to increase, is [Y]",1
"The [X], who gave the response, is [Y]",1
"The [X], who directed towards, is [Y]",1
"The [X], who continued to behave, is [Y]",1
"The [X], who was unlikely to be, is [Y]",1
"The [X], who was evident from twelve weeks, is [Y]",1
"The [X], who lasted until six months, is [Y]",1
"The [X], who was an infant, is [Y]",1
"The [X], who was treated with caution, is [Y]",1
"The [X], who began six months, is [Y]",1
"The [X], who continued throughout the year, is [Y]",1
"The [X], who came to conceived, is [Y]",1
"The [X], who came something, is [Y]",1
"The [X], who became sophisticated, is [Y]",2
"The [X], who was a phase, is [Y]",1
"The [X], who was discussed further in chapter, is [Y]",1
"The [X], who attached in Phase, is [Y]",1
"The [X], who was a matter of, is [Y]",1
"The [X], who was made some, is [Y]",1
"The [X], who referred to principles, is [Y]",1
"The [X], who let to examine point, is [Y]",1
"The [X], who was written about the equipment, is [Y]",1
"The [X], who was attributed to a baby, is [Y]",1
"The [X], who varied from none, is [Y]",1
"The [X], who was no excuse for these myths, is [Y]",1
"The [X], who yielded, is [Y]",1
"The [X], who was capable of the individuals, is [Y]",1
"The [X], who was expert, is [Y]",1
"The [X], who was possible to obtain information, is [Y]",1
"The [X], who elicited sucking, is [Y]",1
"The [X], who exerted a influence, is [Y]",1
"The [X], who favoured the development, is [Y]",1
"The [X], who exposed infants to a variety, is [Y]",1
"The [X], who responded, is [Y]",1
"The [X], who flinched suggestive of pleasure, is [Y]",1
"The [X], who was responded to ways, is [Y]",1
"The [X], who began to suck an expression, is [Y]",1
"The [X], who started to cry signs, is [Y]",1
"The [X], who was done to look the rate, is [Y]",1
"The [X], who faulted this conclusion, is [Y]",1
"The [X], who was presented with four pictures, is [Y]",1
"The [X], who seemed present before fourteen weeks, is [Y]",1
"The [X], who was demonstrated in infants, is [Y]",1
"The [X], who led to theorising, is [Y]",1
"The [X], who was given the attachment, is [Y]",1
"The [X], who was familiar with her, is [Y]",1
"The [X], who was equipment, is [Y]",1
"The [X], who concentrated especially on the course, is [Y]",1
"The [X], who was postponed to a chapter, is [Y]",1
"The [X], who responded to people, is [Y]",1
"The [X], who designed to pick stimuli, is [Y]",1
"The [X], who included a tendency, is [Y]",1
"The [X], who gave opportunity, is [Y]",1
"The [X], who tended to become, is [Y]",1
"The [X], who let to promote an behaviour, is [Y]",1
"The [X], who fixated face, is [Y]",1
"The [X], who was surprising to focus a preference, is [Y]",1
"The [X], who positioned fixated, is [Y]",1
"The [X], who became established, is [Y]",1
"The [X], who was the movement of a face, is [Y]",1
"The [X], who was a preference, is [Y]",1
"The [X], who looked away for a moments, is [Y]",1
"The [X], who was food, is [Y]",1
"The [X], who was orientation, is [Y]",1
"The [X], who was an object, is [Y]",2
"The [X], who was likely to elicit turning, is [Y]",1
"The [X], who was likely to lead the baby, is [Y]",1
"The [X], who distinguished two forms, is [Y]",1
"The [X], who reserved for the form, is [Y]",1
"The [X], who appeared a pattern, is [Y]",1
"The [X], who was exhibited as a activity, is [Y]",1
"The [X], who turned in the direction, is [Y]",1
"The [X], who was to develop, is [Y]",1
"The [X], who showed turning, is [Y]",1
"The [X], who was a gap of one days, is [Y]",1
"The [X], who appeared to be, is [Y]",3
"The [X], who led a mouth, is [Y]",2
"The [X], who elicited movements, is [Y]",1
"The [X], who observed the sequence, is [Y]",1
"The [X], who was driven to try, is [Y]",1
"The [X], who was in contrast, is [Y]",1
"The [X], who augmented, is [Y]",1
"The [X], who was one factor of importance, is [Y]",1
"The [X], who was sucked the food, is [Y]",1
"The [X], who was also of relevance, is [Y]",1
"The [X], who sucked readily but an degree, is [Y]",1
"The [X], who observed usual, is [Y]",1
"The [X], who was slow to develop orientation, is [Y]",1
"The [X], who had contact, is [Y]",1
"The [X], who was elicited by sight, is [Y]",1
"The [X], who had the feeding, is [Y]",1
"The [X], who demonstrated with what response, is [Y]",1
"The [X], who rotated head, is [Y]",1
"The [X], who was brought the stimulus, is [Y]",1
"The [X], who supported this view, is [Y]",1
"The [X], who was the response, is [Y]",2
"The [X], who described the Umklammerungs, is [Y]",1
"The [X], who knew as response, is [Y]",1
"The [X], who was vestibular, is [Y]",1
"The [X], who arose both over the nature, is [Y]",1
"The [X], who was significant, is [Y]",3
"The [X], who was seen in a light, is [Y]",1
"The [X], who was elicited a anything, is [Y]",1
"The [X], who was usually in two phases, is [Y]",1
"The [X], who strengthened clinging, is [Y]",1
"The [X], who became explicable, is [Y]",1
"The [X], who was in agreement, is [Y]",1
"The [X], who elicited an increase, is [Y]",1
"The [X], who was right in the response, is [Y]",1
"The [X], who distinguished three types, is [Y]",1
"The [X], who was the _, is [Y]",1
"The [X], who was oriented in space, is [Y]",1
"The [X], who developed oriented, is [Y]",1
"The [X], who had two phases, is [Y]",1
"The [X], who consisted of a movement, is [Y]",1
"The [X], who was a closure, is [Y]",1
"The [X], who came under the control, is [Y]",1
"The [X], who did able to grip an grasp, is [Y]",1
"The [X], who swiped at it, is [Y]",1
"The [X], who glanced alternately at object, is [Y]",1
"The [X], who was able to recognise mother, is [Y]",1
"The [X], who was likely to reach parts, is [Y]",1
"The [X], who was until a her, is [Y]",1
"The [X], who was pronounced at sight, is [Y]",1
"The [X], who included the systems, is [Y]",1
"The [X], who became ordinated into a system, is [Y]",1
"The [X], who was endearing, is [Y]",1
"The [X], who was that of interaction, is [Y]",1
"The [X], who developed through four phases, is [Y]",1
"The [X], who started at birth, is [Y]",1
"The [X], who had no consequence, is [Y]",1
"The [X], who was brief to have effects, is [Y]",1
"The [X], who was transitional to the phase, is [Y]",1
"The [X], who was present by the end, is [Y]",1
"The [X], who was one of smiling, is [Y]",1
"The [X], who discriminated voices, is [Y]",1
"The [X], who came a smile, is [Y]",1
"The [X], who was likely to elicit smiling, is [Y]",1
"The [X], who came a phase, is [Y]",1
"The [X], who was treated in one, is [Y]",1
"The [X], who made observations, is [Y]",2
"The [X], who was by Freedman, is [Y]",1
"The [X], who was unilateral, is [Y]",1
"The [X], who occurred spontaneously from time, is [Y]",1
"The [X], who did the eyes, is [Y]",1
"The [X], who saw after the month, is [Y]",1
"The [X], who was a baby, is [Y]",1
"The [X], who was elicited fed with eyes, is [Y]",1
"The [X], who sounded of sorts, is [Y]",1
"The [X], who had effect, is [Y]",1
"The [X], who remained slow to come, is [Y]",1
"The [X], who was auditory, is [Y]",1
"The [X], who became efficacious, is [Y]",1
"The [X], who alerted the baby, is [Y]",1
"The [X], who played no part, is [Y]",1
"The [X], who augmented the effectiveness, is [Y]",1
"The [X], who was a face, is [Y]",1
"The [X], who came to play a part, is [Y]",1
"The [X], who went through a phase, is [Y]",2
"The [X], who looked at a face, is [Y]",1
"The [X], who seemed to focus her, is [Y]",1
"The [X], who was difficult to define, is [Y]",1
"The [X], who noted this change, is [Y]",1
"The [X], who began fun, is [Y]",1
"The [X], who began to spend time, is [Y]",1
"The [X], who occurred until the week, is [Y]",1
"The [X], who searched the face, is [Y]",1
"The [X], who followed the pattern, is [Y]",2
"The [X], who engaged in smiling, is [Y]",1
"The [X], who was accompanied moreover by arms, is [Y]",1
"The [X], who experienced baby, is [Y]",1
"The [X], who tended slow to come, is [Y]",1
"The [X], who became smiley, is [Y]",2
"The [X], who smiled a figure, is [Y]",1
"The [X], who was uncertain, is [Y]",1
"The [X], who layed familiar to the infant, is [Y]",1
"The [X], who seemed a bias, is [Y]",1
"The [X], who strove what, is [Y]",1
"The [X], who was termed clear on criteria, is [Y]",1
"The [X], who elicited slow to come one, is [Y]",1
"The [X], who was sufficient, is [Y]",1
"The [X], who was consistent with the finding, is [Y]",1
"The [X], who found the eyes, is [Y]",1
"The [X], who was sufficient to elicit a smile, is [Y]",1
"The [X], who was effective, is [Y]",3
"The [X], who remained for fleeting, is [Y]",1
"The [X], who continued to carry that role, is [Y]",1
"The [X], who was insufficient to elicit the smiling, is [Y]",1
"The [X], who was perception of the patterns, is [Y]",1
"The [X], who showed smiling, is [Y]",1
"The [X], who was turned to profile, is [Y]",1
"The [X], who smiled voice, is [Y]",1
"The [X], who remained undiscriminating, is [Y]",1
"The [X], who smiled a he, is [Y]",2
"The [X], who failed to respond, is [Y]",1
"The [X], who smiled less at the stranger, is [Y]",1
"The [X], who discussed some of the explanations, is [Y]",1
"The [X], who seemed a factor, is [Y]",1
"The [X], who seemed the influences, is [Y]",1
"The [X], who elicited a smile, is [Y]",1
"The [X], who fell neatly into the pattern, is [Y]",1
"The [X], who was discussed in the chapter, is [Y]",1
"The [X], who looked at the figure, is [Y]",1
"The [X], who led the possession, is [Y]",1
"The [X], who occurred awake, is [Y]",1
"The [X], who ceased to elicit smiling, is [Y]",1
"The [X], who sounded possible to engage, is [Y]",1
"The [X], who was effective than own, is [Y]",1
"The [X], who had to smile an infant, is [Y]",1
"The [X], who babbled most of all, is [Y]",1
"The [X], who tended to occur, is [Y]",1
"The [X], who emphasised a baby, is [Y]",1
"The [X], who was successful in the babies, is [Y]",1
"The [X], who was done with one infants, is [Y]",1
"The [X], who remained to, is [Y]",1
"The [X], who was threefold, is [Y]",1
"The [X], who was unresponsive, is [Y]",1
"The [X], who was unambiguous, is [Y]",1
"The [X], who diminished, is [Y]",1
"The [X], who came more, is [Y]",1
"The [X], who noticed this, is [Y]",1
"The [X], who noticed it before twenty weeks, is [Y]",1
"The [X], who was capable of a sounds, is [Y]",1
"The [X], who used some sounds, is [Y]",1
"The [X], who was the reverse of the responses, is [Y]",1
"The [X], who was amongst the terminators, is [Y]",1
"The [X], who was pointed one sort of crying, is [Y]",1
"The [X], who tended to have pitch, is [Y]",1
"The [X], who overlooked, is [Y]",1
"The [X], who cried in way, is [Y]",1
"The [X], who came the crying, is [Y]",1
"The [X], who responded infant, is [Y]",1
"The [X], who was rhythmical, is [Y]",1
"The [X], who included noises, is [Y]",1
"The [X], who included nakedness, is [Y]",1
"The [X], who occurred warm, is [Y]",1
"The [X], who proved a perplexing, is [Y]",1
"The [X], who was means by which, is [Y]",1
"The [X], who was likely to provide a clue, is [Y]",1
"The [X], who noticed the event, is [Y]",1
"The [X], who was suggestive, is [Y]",1
"The [X], who was none of these things, is [Y]",1
"The [X], who included sounds, is [Y]",1
"The [X], who seemed effective, is [Y]",1
"The [X], who became effective than a one, is [Y]",1
"The [X], who was effective may smiling crying, is [Y]",1
"The [X], who was on the market, is [Y]",1
"The [X], who put available, is [Y]",1
"The [X], who was the subject of experiment, is [Y]",1
"The [X], who was to determine the efficacy, is [Y]",1
"The [X], who increased, is [Y]",2
"The [X], who was possible to maintain, is [Y]",1
"The [X], who ceased to cry something, is [Y]",1
"The [X], who noted the effect, is [Y]",1
"The [X], who pointed to the fact, is [Y]",1
"The [X], who rocked _, is [Y]",1
"The [X], who was a way, is [Y]",3
"The [X], who was part of lore, is [Y]",1
"The [X], who was by a paediatrician, is [Y]",1
"The [X], who was loneliness, is [Y]",1
"The [X], who was remarkable to realise cuddling, is [Y]",1
"The [X], who was the fact, is [Y]",1
"The [X], who referred to the practices, is [Y]",1
"The [X], who put a infant, is [Y]",1
"The [X], who silenced by this position, is [Y]",1
"The [X], who used shaking, is [Y]",1
"The [X], who began effective in conditions, is [Y]",1
"The [X], who observed one baby, is [Y]",1
"The [X], who lied in crib, is [Y]",1
"The [X], who was immobile, is [Y]",1
"The [X], who started to cry, is [Y]",1
"The [X], who was applied at rates, is [Y]",1
"The [X], who was a one with a traverse, is [Y]",1
"The [X], who was regular, is [Y]",1
"The [X], who was a stimulus to which, is [Y]",1
"The [X], who studied the efficacy, is [Y]",1
"The [X], who confirmed those, is [Y]",1
"The [X], who quietened a baby, is [Y]",1
"The [X], who was great as that, is [Y]",1
"The [X], who returned, is [Y]",1
"The [X], who remained above the level, is [Y]",1
"The [X], who explained to cry a desire, is [Y]",1
"The [X], who contained more than a grain, is [Y]",1
"The [X], who was apt to cry, is [Y]",1
"The [X], who ceased content, is [Y]",1
"The [X], who was figure, is [Y]",1
"The [X], who was related to the rate, is [Y]",1
"The [X], who was a result of pressures, is [Y]",1
"The [X], who was effective for more, is [Y]",1
"The [X], who was placed in the nursery, is [Y]",1
"The [X], who was selected to rocked, is [Y]",1
"The [X], who remained in the nursery, is [Y]",1
"The [X], who grew older, is [Y]",2
"The [X], who came importance, is [Y]",1
"The [X], who cried mother, is [Y]",1
"The [X], who varied the that, is [Y]",1
"The [X], who was likely to elicit protest, is [Y]",1
"The [X], who became a cause of crying, is [Y]",1
"The [X], who started crying, is [Y]",1
"The [X], who was observed to react, is [Y]",1
"The [X], who seemed attributable to differences, is [Y]",1
"The [X], who was plain to see, is [Y]",1
"The [X], who was the differences in the attention, is [Y]",1
"The [X], who studied babies, is [Y]",1
"The [X], who was done children, is [Y]",1
"The [X], who deviated progressively from that, is [Y]",1
"The [X], who turned to an adult, is [Y]",1
"The [X], who was responsible for these effects, is [Y]",1
"The [X], who replied by the months, is [Y]",1
"The [X], who provided him with opportunities, is [Y]",1
"The [X], who was lack of input, is [Y]",1
"The [X], who was borne in mind, is [Y]",2
"The [X], who was inclined to regard these responses, is [Y]",1
"The [X], who was an assumption, is [Y]",2
"The [X], who alternated with phases, is [Y]",1
"The [X], who followed rhythm, is [Y]",1
"The [X], who gave point, is [Y]",1
"The [X], who saw Schaffer, is [Y]",1
"The [X], who signalled the inception, is [Y]",1
"The [X], who said the what, is [Y]",1
"The [X], who said the Bat, is [Y]",1
"The [X], who was fond of things, is [Y]",1
"The [X], who was fond of these things, is [Y]",1
"The [X], who was discussed in chapters, is [Y]",1
"The [X], who was observations of infants, is [Y]",1
"The [X], who was fortunate to hold, is [Y]",1
"The [X], who was included as criteria, is [Y]",1
"The [X], who was for the range, is [Y]",1
"The [X], who was true of the responses, is [Y]",1
"The [X], who was effective in some infants, is [Y]",1
"The [X], who observed differences in response, is [Y]",1
"The [X], who found a preference, is [Y]",1
"The [X], who was abstracted mainly from account, is [Y]",1
"The [X], who was able to observe, is [Y]",1
"The [X], who was possible to give a indication, is [Y]",1
"The [X], who noticed it, is [Y]",1
"The [X], who stopped of Crying, is [Y]",1
"The [X], who was in a child, is [Y]",1
"The [X], who tended to smile, is [Y]",1
"The [X], who lifted the arms, is [Y]",1
"The [X], who occurred as part, is [Y]",1
"The [X], who was common to be, is [Y]",1
"The [X], who clapped common in infants, is [Y]",1
"The [X], who occurred mother, is [Y]",1
"The [X], who attempted to follow mother, is [Y]",2
"The [X], who tended to cry, is [Y]",1
"The [X], who followed without, is [Y]",1
"The [X], who was seen in one child, is [Y]",1
"The [X], who was that, is [Y]",3
"The [X], who studied the infants, is [Y]",1
"The [X], who was numerous, is [Y]",1
"The [X], who gave rise on occasion, is [Y]",1
"The [X], who included the following, is [Y]",1
"The [X], who did attachments to a number, is [Y]",1
"The [X], who treated all figures, is [Y]",1
"The [X], who filled the role, is [Y]",1
"The [X], who was convenient before a set, is [Y]",1
"The [X], who selected to show figure, is [Y]",1
"The [X], who had the children, is [Y]",1
"The [X], who fell to 13 cent, is [Y]",1
"The [X], who showed a state, is [Y]",1
"The [X], who treated as the equivalents, is [Y]",1
"The [X], who considered the discrimination, is [Y]",1
"The [X], who tended to confine following, is [Y]",1
"The [X], who turned specifically to that figure, is [Y]",1
"The [X], who was an child, is [Y]",1
"The [X], who proved to have characteristics, is [Y]",1
"The [X], who was a question to which, is [Y]",1
"The [X], who noted conclusion, is [Y]",1
"The [X], who was nothing in observations, is [Y]",1
"The [X], who was likely to be no figure, is [Y]",1
"The [X], who was said tired, is [Y]",1
"The [X], who showed no attachment, is [Y]",1
"The [X], who was figure throughout the year, is [Y]",1
"The [X], who chose father, is [Y]",1
"The [X], who was discussed in the section, is [Y]",1
"The [X], who appeared to engaging, is [Y]",1
"The [X], who was easy for a mother, is [Y]",1
"The [X], who was at a disadvantage, is [Y]",1
"The [X], who had old, is [Y]",1
"The [X], who wanted to remain, is [Y]",1
"The [X], who wanted to engage, is [Y]",1
"The [X], who acted another person, is [Y]",1
"The [X], who made these distinctions, is [Y]",1
"The [X], who was playmates, is [Y]",1
"The [X], who was father, is [Y]",1
"The [X], who included a persons, is [Y]",1
"The [X], who changed over time, is [Y]",1
"The [X], who reflected available in the household, is [Y]",1
"The [X], who was uncertain to directed, is [Y]",1
"The [X], who presented findings, is [Y]",1
"The [X], who inclined to the belief, is [Y]",1
"The [X], who used methods, is [Y]",1
"The [X], who was reported for the infants, is [Y]",1
"The [X], who was reported as figures, is [Y]",1
"The [X], who noted the correlation, is [Y]",1
"The [X], who offered as a explanation, is [Y]",1
"The [X], who seemed a mistake, is [Y]",1
"The [X], who was drawn to the way, is [Y]",1
"The [X], who gave illustrations, is [Y]",1
"The [X], who belonged to the family, is [Y]",1
"The [X], who said Jean, is [Y]",1
"The [X], who seemed established, is [Y]",1
"The [X], who believed a term, is [Y]",1
"The [X], who referred to it, is [Y]",1
"The [X], who was concerned only with the figures, is [Y]",1
"The [X], who lied outside the scope, is [Y]",1
"The [X], who was directed towards the body, is [Y]",1
"The [X], who came during the weeks, is [Y]",1
"The [X], who was sucked invariable, is [Y]",1
"The [X], who collected reports about them, is [Y]",1
"The [X], who was said to given, is [Y]",1
"The [X], who was present before nine months, is [Y]",1
"The [X], who was known to mothers, is [Y]",1
"The [X], who was content to go mother, is [Y]",1
"The [X], who was inconsolable, is [Y]",1
"The [X], who was attached to one object, is [Y]",1
"The [X], who sucked thumb, is [Y]",1
"The [X], who drew blanket, is [Y]",1
"The [X], who entwined the blanket, is [Y]",1
"The [X], who beat asleep, is [Y]",1
"The [X], who was known as cloak, is [Y]",1
"The [X], who had a squirrel, is [Y]",1
"The [X], who was plenty of evidence, is [Y]",1
"The [X], who gave grounds for concern, is [Y]",1
"The [X], who showed a reason, is [Y]",1
"The [X], who was notable since infancy, is [Y]",1
"The [X], who retained attachments, is [Y]",1
"The [X], who gave some examples, is [Y]",1
"The [X], who was Mark, is [Y]",1
"The [X], who was possible for the whole, is [Y]",1
"The [X], who was inimical to health, is [Y]",1
"The [X], who was placed with monkeys, is [Y]",1
"The [X], who proved disturbed, is [Y]",1
"The [X], who progressed towards it, is [Y]",1
"The [X], who was open to question, is [Y]",1
"The [X], who was unavailable, is [Y]",1
"The [X], who was directed to a dummy, is [Y]",1
"The [X], who was reasonable to assume, is [Y]",1
"The [X], who took to bottle, is [Y]",1
"The [X], who was directed to a variety, is [Y]",1
"The [X], who took quickly to a figure, is [Y]",1
"The [X], who was fortunate to fob them, is [Y]",1
"The [X], who was solace in times, is [Y]",1
"The [X], who went a towel, is [Y]",1
"The [X], who reached behind her, is [Y]",1
"The [X], who grabbed skirt, is [Y]",1
"The [X], who seemed unavailable, is [Y]",1
"The [X], who appeared the role, is [Y]",1
"The [X], who was sought tired, is [Y]",1
"The [X], who was postulated the product of four processes, is [Y]",1
"The [X], who was listed, is [Y]",1
"The [X], who was augmented, is [Y]",1
"The [X], who was the consequences to which, is [Y]",1
"The [X], who was remarked in Chapter, is [Y]",1
"The [X], who was weighty, is [Y]",1
"The [X], who was presented, is [Y]",1
"The [X], who derived from two sources, is [Y]",1
"The [X], who was those of Schaffer, is [Y]",1
"The [X], who pointed in the direction, is [Y]",1
"The [X], who was based on data, is [Y]",1
"The [X], who showed no association, is [Y]",1
"The [X], who included variables, is [Y]",1
"The [X], who was sex of child, is [Y]",1
"The [X], who responded to cries, is [Y]",1
"The [X], who interacted a deal, is [Y]",1
"The [X], who was unlikely to selected, is [Y]",1
"The [X], who was responsive to infants, is [Y]",1
"The [X], who tended attached to father, is [Y]",1
"The [X], who led her in a study, is [Y]",1
"The [X], who was mothers, is [Y]",1
"The [X], who was parents, is [Y]",1
"The [X], who played an role, is [Y]",2
"The [X], who provided him with a security, is [Y]",1
"The [X], who was greater, is [Y]",3
"The [X], who was relations to family, is [Y]",1
"The [X], who found a tie, is [Y]",1
"The [X], who mentioned only in a tone, is [Y]",1
"The [X], who appeared as a kind, is [Y]",1
"The [X], who was the reverse of, is [Y]",1
"The [X], who was difficult to understand the them, is [Y]",1
"The [X], who was engaged to respond play, is [Y]",1
"The [X], who seemed the child, is [Y]",1
"The [X], who reported the findings, is [Y]",1
"The [X], who responded with a smile, is [Y]",1
"The [X], who delayed in, is [Y]",1
"The [X], who brought an cases in point, is [Y]",1
"The [X], who was of a piece, is [Y]",1
"The [X], who was sisters, is [Y]",1
"The [X], who was twins, is [Y]",1
"The [X], who was rated in the categories, is [Y]",1
"The [X], who was the mothers of the infants, is [Y]",1
"The [X], who leaved available, is [Y]",1
"The [X], who remained in a category, is [Y]",1
"The [X], who pointed unspecific, is [Y]",1
"The [X], who was interaction, is [Y]",1
"The [X], who comprised a mixture, is [Y]",1
"The [X], who posed indispensable for attachment, is [Y]",1
"The [X], who was noticeable, is [Y]",1
"The [X], who was placed on stimulation, is [Y]",1
"The [X], who smiled to play a part, is [Y]",1
"The [X], who was in accord, is [Y]",1
"The [X], who was reported to enjoy the position, is [Y]",1
"The [X], who was content to sit skirt, is [Y]",1
"The [X], who was weaker, is [Y]",1
"The [X], who was intense in infants, is [Y]",1
"The [X], who seemed unimportant, is [Y]",1
"The [X], who seemed frightened, is [Y]",1
"The [X], who tended to think, is [Y]",1
"The [X], who was the evidence, is [Y]",1
"The [X], who increased _, is [Y]",1
"The [X], who became able to discriminate what, is [Y]",1
"The [X], who became apparent, is [Y]",1
"The [X], who suggested that during the months, is [Y]",1
"The [X], who was possible to go, is [Y]",1
"The [X], who was greater during any one, is [Y]",1
"The [X], who was possible to accept a suggestion, is [Y]",1
"The [X], who was most of those, is [Y]",1
"The [X], who cast some light, is [Y]",1
"The [X], who aimed to discover the effect, is [Y]",1
"The [X], who had any opportunity, is [Y]",1
"The [X], who delayed in three days, is [Y]",1
"The [X], who took from fourteen weeks, is [Y]",1
"The [X], who was easy to identify, is [Y]",1
"The [X], who seemed significant, is [Y]",1
"The [X], who fell into two groups, is [Y]",1
"The [X], who was cared for hospital, is [Y]",1
"The [X], who was able to visit, is [Y]",1
"The [X], who was cared for a home, is [Y]",1
"The [X], who showed attachment within fourteen days, is [Y]",1
"The [X], who seemed slower, is [Y]",1
"The [X], who was clear to make, is [Y]",1
"The [X], who concerned the speed, is [Y]",1
"The [X], who showed it within a fortnight, is [Y]",1
"The [X], who gave work, is [Y]",1
"The [X], who developed a attachment, is [Y]",1
"The [X], who remained unanswered, is [Y]",1
"The [X], who was an attachment, is [Y]",1
"The [X], who was certain to become, is [Y]",2
"The [X], who was the ease, is [Y]",1
"The [X], who came fear, is [Y]",1
"The [X], who tended to withdraw, is [Y]",1
"The [X], who became likely to make an attachment, is [Y]",1
"The [X], who varied greatly from infant, is [Y]",1
"The [X], who was present by eight months, is [Y]",1
"The [X], who pointed to variables, is [Y]",1
"The [X], who believed the peak, is [Y]",1
"The [X], who noted variation from infant, is [Y]",1
"The [X], who depended also on the surroundings, is [Y]",1
"The [X], who was related to use the mother, is [Y]",1
"The [X], who was found in the way, is [Y]",1
"The [X], who shifted between the ages, is [Y]",1
"The [X], who showed some disturbance, is [Y]",1
"The [X], who included a reduction, is [Y]",1
"The [X], who included apathy, is [Y]",1
"The [X], who was plain to make the attachment, is [Y]",1
"The [X], who did the months, is [Y]",1
"The [X], who seemed great, is [Y]",1
"The [X], who was restated unchanged, is [Y]",1
"The [X], who anchored argument, is [Y]",1
"The [X], who was summarised under four heads, is [Y]",1
"The [X], who had no reason, is [Y]",1
"The [X], who spoke of love, is [Y]",1
"The [X], who was mistaken in a person, is [Y]",1
"The [X], who was familiar from unfamiliar, is [Y]",1
"The [X], who had effects, is [Y]",3
"The [X], who included Meili, is [Y]",1
"The [X], who was agreement, is [Y]",1
"The [X], who gave evidence, is [Y]",1
"The [X], who came the key, is [Y]",1
"The [X], who was matters to which, is [Y]",1
"The [X], who was said about the development, is [Y]",1
"The [X], who was obtained at intervals, is [Y]",1
"The [X], who was easy to describe, is [Y]",1
"The [X], who was symbolical of some object, is [Y]",1
"The [X], who was value, is [Y]",1
"The [X], who was the breast, is [Y]",1
"The [X], who thought use for a term, is [Y]",1
"The [X], who was the presence for much, is [Y]",1
"The [X], who was sceptical of any report, is [Y]",1
"The [X], who suggested to her, is [Y]",1
"The [X], who made cuddly, is [Y]",1
"The [X], who was cuddly, is [Y]",1
"The [X], who became cuddlers, is [Y]",1
"The [X], who was hypertonic, is [Y]",1
"The [X], who reported the incidence, is [Y]",1
"The [X], who restricted to situations, is [Y]",1
"The [X], who was something of a compromise, is [Y]",1
"The [X], who was fear of the strange, is [Y]",1
"The [X], who was able to distinguish development, is [Y]",1
"The [X], who was the range of variation, is [Y]",1
"The [X], who influenced the development, is [Y]",1
"The [X], who was each pattern, is [Y]",2
"The [X], who was difficult to draw, is [Y]",1
"The [X], who was in any way, is [Y]",1
"The [X], who failed to fill the role, is [Y]",1
"The [X], who was found to show no intercorrelation, is [Y]",1
"The [X], who knew to bear an relation, is [Y]",1
"The [X], who included the amount, is [Y]",1
"The [X], who was obtained only from reports, is [Y]",1
"The [X], who constituted a advance, is [Y]",1
"The [X], who was difficulty in some, is [Y]",1
"The [X], who was one component in the system, is [Y]",1
"The [X], who was far from purpose, is [Y]",1
"The [X], who was instructive, is [Y]",1
"The [X], who documented in an way, is [Y]",1
"The [X], who was seen, is [Y]",1
"The [X], who developed a pattern, is [Y]",1
"The [X], who made reading, is [Y]",1
"The [X], who was the degree of twelve months, is [Y]",1
"The [X], who came to expect, is [Y]",1
"The [X], who shaped the other, is [Y]",1
"The [X], who was necessary to refer mothers, is [Y]",1
"The [X], who found insufficient, is [Y]",1
"The [X], who displayed behaviour, is [Y]",1
"The [X], who appeared to attached the her, is [Y]",1
"The [X], who was afraid of the world, is [Y]",1
"The [X], who seemed useful, is [Y]",1
"The [X], who was necessary to record a attachment, is [Y]",1
"The [X], who included the above, is [Y]",1
"The [X], who was oriented with reference, is [Y]",1
"The [X], who gave some idea, is [Y]",1
"The [X], who was likely to do, is [Y]",1
"The [X], who reported a case, is [Y]",1
"The [X], who gave an picture, is [Y]",1
"The [X], who used this kind, is [Y]",1
"The [X], who was necessary to construct a profile, is [Y]",1
"The [X], who was seen the part, is [Y]",1
"The [X], who was to give attention, is [Y]",1
"The [X], who constituted a problem, is [Y]",1
"The [X], who was possible to give findings, is [Y]",1
"The [X], who was carried a numbers, is [Y]",1
"The [X], who obtained evidence, is [Y]",1
"The [X], who was available in form, is [Y]",1
"The [X], who was described in Chapter, is [Y]",1
"The [X], who was designed to assess differences, is [Y]",1
"The [X], who consisted of a series, is [Y]",1
"The [X], who presented a opportunity, is [Y]",1
"The [X], who was no crying, is [Y]",2
"The [X], who changed evident, is [Y]",1
"The [X], who was that of the security, is [Y]",1
"The [X], who proved in fact, is [Y]",1
"The [X], who sought close to her, is [Y]",1
"The [X], who resulted in the emergence, is [Y]",1
"The [X], who avoided her during reunion, is [Y]",1
"The [X], who treated a stranger, is [Y]",1
"The [X], who oscillated between her, is [Y]",1
"The [X], who came from the finding, is [Y]",1
"The [X], who was likely to use mother, is [Y]",1
"The [X], who kept track of movements, is [Y]",1
"The [X], who was that of a balance, is [Y]",1
"The [X], who showed balance, is [Y]",1
"The [X], who was among these infants, is [Y]",1
"The [X], who engaged in exploration, is [Y]",1
"The [X], who seemed to give no pleasure, is [Y]",1
"The [X], who cried less than one, is [Y]",1
"The [X], who was unlikely to be her, is [Y]",1
"The [X], who enjoyed content to resume it, is [Y]",1
"The [X], who cried less than the attached, is [Y]",1
"The [X], who was operative to express wishes, is [Y]",1
"The [X], who was striking than those, is [Y]",1
"The [X], who was evidence of a conflict, is [Y]",1
"The [X], who approached mother, is [Y]",1
"The [X], who tended to touch her, is [Y]",1
"The [X], who was likely to touch a part, is [Y]",1
"The [X], who was unlikely to relax, is [Y]",1
"The [X], who was likely to follow mother, is [Y]",1
