template,frequency
"The [X], who supposed to invest an 10,000, is [Y]",1
"The [X], who chose a fund, is [Y]",1
"The [X], who decided to invest, is [Y]",2
"The [X], who was able to make an decision, is [Y]",1
"The [X], who was a aspect of operations, is [Y]",1
"The [X], who achieved goals, is [Y]",5
"The [X], who learnt about routing, is [Y]",2
"The [X], who was the process of pages, is [Y]",1
"The [X], who was an part of development, is [Y]",2
"The [X], who routed Important, is [Y]",1
"The [X], who was important to navigate a website, is [Y]",1
"The [X], who helped in the website, is [Y]",1
"The [X], who enabled websites, is [Y]",1
"The [X], who had three sections, is [Y]",1
"The [X], who looked like this, is [Y]",1
"The [X], who contained the page, is [Y]",1
"The [X], who was redirected to folder2, is [Y]",1
"The [X], who used routing, is [Y]",2
"The [X], who used to direct routing, is [Y]",1
"The [X], who delved deeper into configurations, is [Y]",1
"The [X], who was aids, is [Y]",2
"The [X], who was types of scholarships, is [Y]",2
"The [X], who was awarded based the need, is [Y]",2
"The [X], who was awarded to pursue a field, is [Y]",1
"The [X], who varied depending the scholarship, is [Y]",1
"The [X], who required a age, is [Y]",1
"The [X], who required to fill you, is [Y]",1
"The [X], who included looking, is [Y]",1
"The [X], who used to find resources, is [Y]",1
"The [X], who needed to gather materials, is [Y]",1
"The [X], who reviewed accurate, is [Y]",2
"The [X], who was sure to keep a copy, is [Y]",1
"The [X], who identified interests, is [Y]",1
"The [X], who remembered to research scholarships, is [Y]",1
"The [X], who put foot, is [Y]",1
"The [X], who understood Daclatasvir, is [Y]",1
"The [X], who was a drug, is [Y]",2
"The [X], who was an inhibitor of the virus, is [Y]",1
"The [X], who explored the mechanisms, is [Y]",1
"The [X], who worked by the replication, is [Y]",1
"The [X], who was involved in the assembly, is [Y]",1
"The [X], who prevented the formation, is [Y]",1
"The [X], who was found in, is [Y]",1
"The [X], who produced rates, is [Y]",1
"The [X], who provided rates, is [Y]",1
"The [X], who had effective during treatment, is [Y]",1
"The [X], who was in the treatment, is [Y]",1
"The [X], who was used in combination, is [Y]",1
"The [X], who took one tablet, is [Y]",1
"The [X], who was monitored closely for effects, is [Y]",1
"The [X], who included efficacy, is [Y]",1
"The [X], who included the potential, is [Y]",1
"The [X], who was a addition to the armamentarium, is [Y]",1
"The [X], who learnt about the modification, is [Y]",1
"The [X], who was catalysts, is [Y]",1
"The [X], who was a enzyme, is [Y]",1
"The [X], who was an interest in the modification, is [Y]",1
"The [X], who was essential for function, is [Y]",1
"The [X], who altered the activity, is [Y]",1
"The [X], who helped in the development, is [Y]",1
"The [X], who was used to study interactions, is [Y]",1
"The [X], who affected properties, is [Y]",1
"The [X], who was crucial for applications, is [Y]",1
"The [X], who learnt about burglary, is [Y]",1
"The [X], who covered the victim, is [Y]",1
"The [X], who was vulnerable, is [Y]",1
"The [X], who caused loss, is [Y]",1
"The [X], who kept valuables out sight, is [Y]",1
"The [X], who installed a alarm, is [Y]",1
"The [X], who included increasing, is [Y]",1
"The [X], who decided to install a doorbell, is [Y]",1
"The [X], who approached a salesman, is [Y]",1
"The [X], who realized someone, is [Y]",1
"The [X], who turned the burglar, is [Y]",1
"The [X], who installed a system, is [Y]",2
"The [X], who attempted to break, is [Y]",1
"The [X], who went the burglar, is [Y]",1
"The [X], who reduced the victim of burglary, is [Y]",1
"The [X], who included to make initiatives, is [Y]",1
"The [X], who protected ourselves, is [Y]",1
"The [X], who required to operate funding, is [Y]",1
"The [X], who asked for donations, is [Y]",1
"The [X], who explored a money, is [Y]",1
"The [X], who examined the principles, is [Y]",1
"The [X], who was the Congregation of Witnesses, is [Y]",1
"The [X], who was known for approach, is [Y]",1
"The [X], who operated under the principle, is [Y]",1
"The [X], who found verses, is [Y]",1
"The [X], who taught the importance, is [Y]",2
"The [X], who was given, is [Y]",2
"The [X], who was by Bibles, is [Y]",1
"The [X], who was sold at price, is [Y]",1
"The [X], who allowed pressured to donate these materials, is [Y]",1
"The [X], who was through contributions, is [Y]",1
"The [X], who contributed time, is [Y]",1
"The [X], who included volunteering for tasks, is [Y]",1
"The [X], who imagined a member of the Congregation, is [Y]",1
"The [X], who cited to support, is [Y]",1
"The [X], who explained the examples, is [Y]",1
"The [X], who raised funds through givers, is [Y]",1
"The [X], who contributed financially to organizations, is [Y]",1
"The [X], who was the process of a market, is [Y]",1
"The [X], who took years, is [Y]",2
"The [X], who showed ready to move results, is [Y]",1
"The [X], who focussed on the stage, is [Y]",1
"The [X], who was tested in vitro, is [Y]",1
"The [X], who learnt about weddings, is [Y]",1
"The [X], who explored aspects, is [Y]",1
"The [X], who was some ideas for an wedding, is [Y]",1
"The [X], who hired a photographer, is [Y]",1
"The [X], who looked for a photographer, is [Y]",1
"The [X], who became popular due features, is [Y]",1
"The [X], who was essential to consider, is [Y]",1
"The [X], who captured crucial to hire the memories, is [Y]",1
"The [X], who created a day, is [Y]",1
"The [X], who was able to make decisions, is [Y]",1
"The [X], who contained information, is [Y]",3
"The [X], who included the sections, is [Y]",1
"The [X], who showed balance, is [Y]",1
"The [X], who listed the transactions, is [Y]",1
"The [X], who included purchases, is [Y]",1
"The [X], who showed the amount, is [Y]",2
"The [X], who showed to keep the payment, is [Y]",1
"The [X], who was essential to understand these sections, is [Y]",1
"The [X], who kept a record, is [Y]",1
"The [X], who did this by, is [Y]",1
"The [X], who made sure to include the date, is [Y]",1
"The [X], who helped spending, is [Y]",3
"The [X], who offered points, is [Y]",1
"The [X], who was redeemed for rewards, is [Y]",1
"The [X], who helped points, is [Y]",1
"The [X], who used worth, is [Y]",1
"The [X], who kept track of points, is [Y]",1
"The [X], who made to monitor points, is [Y]",1
"The [X], who required monitoring, is [Y]",1
"The [X], who saved money, is [Y]",4
"The [X], who remembered to use card, is [Y]",1
"The [X], who learnt about sneakers, is [Y]",1
"The [X], who was designed to provide support, is [Y]",2
"The [X], who was ideal for activities, is [Y]",1
"The [X], who looked at some scenarios, is [Y]",1
"The [X], who considered the choice for us, is [Y]",1
"The [X], who was a choice for people, is [Y]",1
"The [X], who made the choice for us, is [Y]",1
"The [X], who understood the Concept, is [Y]",2
"The [X], who was to understand the concept, is [Y]",1
"The [X], who was Storage, is [Y]",1
"The [X], who ranged in size, is [Y]",1
"The [X], who was designed to provide a solution, is [Y]",1
"The [X], who disrupted methods, is [Y]",1
"The [X], who started offering, is [Y]",1
"The [X], who proposed expanding, is [Y]",1
"The [X], who was expected to generate an million, is [Y]",1
"The [X], who excluded storage, is [Y]",2
"The [X], who thought, is [Y]",2
"The [X], who was a problem in society, is [Y]",1
"The [X], who was difficult to determine, is [Y]",1
"The [X], who learnt to spot news, is [Y]",1
"The [X], who was news, is [Y]",1
"The [X], who was important to spot news, is [Y]",1
"The [X], who analyzed the story, is [Y]",1
"The [X], who identified the elements, is [Y]",1
"The [X], who discussed to identify examples, is [Y]",1
"The [X], who analyzed the accuracy, is [Y]",1
"The [X], who discussed the implications, is [Y]",6
"The [X], who learnt to identify news, is [Y]",1
"The [X], who was important to be, is [Y]",2
"The [X], who was the news, is [Y]",1
"The [X], who learnt to find the sum, is [Y]",2
"The [X], who used to add the sum, is [Y]",1
"The [X], who was the total of the digits, is [Y]",1
"The [X], who was the number, is [Y]",1
"The [X], who was the representation, is [Y]",1
"The [X], who let practice, is [Y]",1
"The [X], who tested the function, is [Y]",1
"The [X], who used to make the sum, is [Y]",1
"The [X], who saw the it, is [Y]",1
"The [X], who was a type of pump, is [Y]",1
"The [X], who worked by energy, is [Y]",1
"The [X], who converted energy, is [Y]",1
"The [X], who contained these components, is [Y]",1
"The [X], who was some types, is [Y]",5
"The [X], who had characteristics, is [Y]",1
"The [X], who wanted to install a feature, is [Y]",1
"The [X], who decided to use a pump, is [Y]",1
"The [X], who needed to move water, is [Y]",1
"The [X], who installed a pump, is [Y]",1
"The [X], who used to help a pump, is [Y]",1
"The [X], who was necessary to move debris, is [Y]",1
"The [X], who became clogged in situations, is [Y]",1
"The [X], who was better to use a type, is [Y]",1
"The [X], who was essential to consider the risks, is [Y]",2
"The [X], who understood the Mechanisms, is [Y]",1
"The [X], who was known about the mechanisms, is [Y]",1
"The [X], who was a cytokine, is [Y]",1
"The [X], who was a mediator, is [Y]",1
"The [X], who used to study microscopy, is [Y]",1
"The [X], who was injected intraperitoneally with saline, is [Y]",1
"The [X], who was a increase in extravasation, is [Y]",1
"The [X], who was associated with an increase, is [Y]",1
"The [X], who was needed to understand the role, is [Y]",1
"The [X], who affected extravasation, is [Y]",1
"The [X], who was the mechanisms, is [Y]",1
"The [X], who was the study of objects, is [Y]",2
"The [X], who was concerned with the evolution, is [Y]",1
"The [X], who was astronomy, is [Y]",1
"The [X], who studied the evolution, is [Y]",1
"The [X], who was a object, is [Y]",1
"The [X], who studied the universe, is [Y]",1
"The [X], who changed over time, is [Y]",5
"The [X], who was essential for the universe, is [Y]",1
"The [X], who learnt about rights, is [Y]",1
"The [X], who explored the form of property, is [Y]",1
"The [X], who defined important, is [Y]",3
"The [X], who explained the process, is [Y]",2
"The [X], who understood the benefits, is [Y]",1
"The [X], who identified examples of products, is [Y]",1
"The [X], who referred to protection, is [Y]",1
"The [X], who included patents, is [Y]",1
"The [X], who provided an incentive, is [Y]",1
"The [X], who stole these innovations, is [Y]",1
"The [X], who involved associated with that brand, is [Y]",1
"The [X], who was done by a product, is [Y]",1
"The [X], who trademarked a work, is [Y]",1
"The [X], who submitted an application, is [Y]",3
"The [X], who included a description, is [Y]",1
"The [X], who required to provide the company, is [Y]",1
"The [X], who was the scent, is [Y]",1
"The [X], who helped to distinguish the product, is [Y]",1
"The [X], who associated the scent, is [Y]",1
"The [X], who created a connection, is [Y]",1
"The [X], who helped to prevent others, is [Y]",1
"The [X], who was examples of products, is [Y]",1
"The [X], who was the company, is [Y]",1
"The [X], who trademarked the scent, is [Y]",1
"The [X], who was the manufacturer, is [Y]",2
"The [X], who was essential for the individuals, is [Y]",1
"The [X], who smelt Opportunity, is [Y]",1
"The [X], who retrieved from Floss, is [Y]",1
"The [X], who understood Glass, is [Y]",1
"The [X], who was a type of glass, is [Y]",1
"The [X], who was made by shapes, is [Y]",1
"The [X], who was glass, is [Y]",1
"The [X], who was some artists, is [Y]",1
"The [X], who was some types of glass, is [Y]",1
"The [X], who differed from each other, is [Y]",1
"The [X], who was best for which type, is [Y]",1
"The [X], who was used to create glass, is [Y]",1
"The [X], who was used to shape glass, is [Y]",1
"The [X], who was some examples of glass, is [Y]",1
"The [X], who created them, is [Y]",1
"The [X], who was famous, is [Y]",1
"The [X], who explored to create examples, is [Y]",1
"The [X], who was one of the institutions, is [Y]",1
"The [X], who was responsible for the country, is [Y]",1
"The [X], who was good as legitimacy, is [Y]",1
"The [X], who was Legitimacy, is [Y]",1
"The [X], who referred to the acceptance, is [Y]",1
"The [X], who was taken it, is [Y]",1
"The [X], who was essential to function, is [Y]",1
"The [X], who was able to maintain authority, is [Y]",1
"The [X], who maintained Legitimacy, is [Y]",1
"The [X], who was to ensure, is [Y]",1
"The [X], who was transparent in process, is [Y]",1
"The [X], who was mindful of the impact, is [Y]",1
"The [X], who was crucial to effectiveness, is [Y]",1
"The [X], who maintained to serve legitimacy, is [Y]",1
"The [X], who was a form of investment, is [Y]",2
"The [X], who was investment, is [Y]",5
"The [X], who was residential, is [Y]",1
"The [X], who needed to have a understanding, is [Y]",2
"The [X], who needed to conduct research, is [Y]",2
"The [X], who invested in estate, is [Y]",1
"The [X], who considered before estate, is [Y]",1
"The [X], who considered goals, is [Y]",1
"The [X], who researched the market, is [Y]",2
"The [X], who was the risks, is [Y]",3
"The [X], who included fluctuations in the market, is [Y]",1
"The [X], who generated income, is [Y]",1
"The [X], who remembered to conduct research, is [Y]",1
"The [X], who explored the art, is [Y]",1
"The [X], who was an painter, is [Y]",1
"The [X], who featured landscapes, is [Y]",2
"The [X], who was known for style, is [Y]",1
"The [X], who used a technique, is [Y]",2
"The [X], who allowed spontaneous, is [Y]",1
"The [X], who created a effect, is [Y]",2
"The [X], who used applying, is [Y]",1
"The [X], who knew for landscapes, is [Y]",1
"The [X], who depicted in a setting, is [Y]",1
"The [X], who featured objects, is [Y]",1
"The [X], who used extraordinary, is [Y]",1
"The [X], who saw use, is [Y]",1
"The [X], who was visible, is [Y]",1
"The [X], who featured a figure, is [Y]",1
"The [X], who learnt about the techniques, is [Y]",1
"The [X], who explored a example, is [Y]",1
"The [X], who provided nourishment, is [Y]",1
"The [X], who got to know strangers, is [Y]",1
"The [X], who learnt about culture, is [Y]",1
"The [X], who helped them, is [Y]",2
"The [X], who created an opportunity, is [Y]",1
"The [X], who led to conversations, is [Y]",1
"The [X], who showed much, is [Y]",1
"The [X], who created intimacy, is [Y]",1
"The [X], who learnt about tastes, is [Y]",1
"The [X], who formed bonds, is [Y]",1
"The [X], who happened in a variety, is [Y]",1
"The [X], who had preserve, is [Y]",1
"The [X], who had the power, is [Y]",3
"The [X], who used food as a tool, is [Y]",1
"The [X], who let the connections, is [Y]",1
"The [X], who explored these role, is [Y]",1
"The [X], who was a hormone, is [Y]",1
"The [X], who involved in the regulation, is [Y]",1
"The [X], who was another hormone, is [Y]",1
"The [X], who produced estrogen, is [Y]",1
"The [X], who tended to rise, is [Y]",2
"The [X], who was essential to maintain a balance, is [Y]",1
"The [X], who was essential to balance levels, is [Y]",1
"The [X], who was achieved through a combination, is [Y]",2
"The [X], who ate a diet, is [Y]",4
"The [X], who engaged in activity, is [Y]",1
"The [X], who was essential for age, is [Y]",1
"The [X], who was beautiful, is [Y]",1
"The [X], who was a part of culture, is [Y]",1
"The [X], who used to create shapes, is [Y]",1
"The [X], who served purposes, is [Y]",3
"The [X], who expressed emotions, is [Y]",1
"The [X], who told stories, is [Y]",2
"The [X], who beautified surroundings, is [Y]",1
"The [X], who provoked thought, is [Y]",1
"The [X], who documented history, is [Y]",1
"The [X], who was done in ways, is [Y]",1
"The [X], who shaped a material, is [Y]",1
"The [X], who captured light, is [Y]",1
"The [X], who generated ideas, is [Y]",1
"The [X], who appreciated the traditions, is [Y]",1
"The [X], who critiqueed Art, is [Y]",1
"The [X], who was a tool for expression, is [Y]",1
"The [X], who was Frameworks, is [Y]",1
"The [X], who used to create technologies, is [Y]",1
"The [X], who was frameworks, is [Y]",2
"The [X], who allowed code, is [Y]",3
"The [X], who was a framework, is [Y]",4
"The [X], who was an framework, is [Y]",1
"The [X], who provided a interface, is [Y]",1
"The [X], who was some framework, is [Y]",1
"The [X], who made to target the platforms, is [Y]",1
"The [X], who considered the experience, is [Y]",1
"The [X], who chose a framework, is [Y]",3
"The [X], who helped issues, is [Y]",2
"The [X], who required fees, is [Y]",1
"The [X], who chose the framework, is [Y]",1
"The [X], who created apps, is [Y]",1
"The [X], who was a collection of libraries, is [Y]",1
"The [X], who was a resource, is [Y]",2
"The [X], who learnt about trees, is [Y]",1
"The [X], who involved installing, is [Y]",1
"The [X], who created an charge, is [Y]",3
"The [X], who was based on the concept, is [Y]",2
"The [X], who was measured using, is [Y]",1
"The [X], who absorbed nutrients, is [Y]",1
"The [X], who created a imbalance, is [Y]",1
"The [X], who was generated due the difference, is [Y]",1
"The [X], who was like a battery, is [Y]",1
"The [X], who acted as an electrolyte, is [Y]",1
"The [X], who needed to identify a tree, is [Y]",1
"The [X], who drilled a hole, is [Y]",1
"The [X], who measured the imbalance, is [Y]",1
"The [X], who was used to sensors, is [Y]",1
"The [X], who helped measures, is [Y]",1
"The [X], who had to prevent the potential, is [Y]",1
"The [X], who included schools, is [Y]",1
"The [X], who involved safe, is [Y]",2
"The [X], who reflected the culture, is [Y]",1
"The [X], who was opportunities in architecture, is [Y]",1
"The [X], who developed plans, is [Y]",1
"The [X], who selected furniture, is [Y]",1
"The [X], who was a path in architecture, is [Y]",1
"The [X], who was an concept in world, is [Y]",1
"The [X], who was Efficiency, is [Y]",1
"The [X], who was the process of the energy, is [Y]",1
"The [X], who was achieved by panels, is [Y]",1
"The [X], who used energy, is [Y]",1
"The [X], who saved energy, is [Y]",1
"The [X], who was three factors, is [Y]",1
"The [X], who saved energy by use, is [Y]",1
"The [X], who improved insulation, is [Y]",1
"The [X], who was used to measure efficiency, is [Y]",1
"The [X], who took into account, is [Y]",5
"The [X], who let calculate, is [Y]",1
"The [X], who was an concept, is [Y]",1
"The [X], who evaluated efficiency, is [Y]",1
"The [X], who was efficiency, is [Y]",1
"The [X], who was the consumption, is [Y]",1
"The [X], who thought important, is [Y]",1
"The [X], who was thankful, is [Y]",2
"The [X], who was Gratitude, is [Y]",1
"The [X], who was a emotion, is [Y]",1
"The [X], who released can reduce hormones, is [Y]",1
"The [X], who strengthened closer to those, is [Y]",1
"The [X], who increased happiness, is [Y]",1
"The [X], who practiced Gratitude, is [Y]",1
"The [X], who told those around you, is [Y]",1
"The [X], who practiced mindfulness, is [Y]",1
"The [X], who took grateful, is [Y]",1
"The [X], who took each gratitude, is [Y]",1
"The [X], who defined what, is [Y]",4
"The [X], who identified the steps, is [Y]",2
"The [X], who explained the difference, is [Y]",2
"The [X], who began by a board, is [Y]",1
"The [X], who asked what, is [Y]",1
"The [X], who took responses from the class, is [Y]",1
"The [X], who discussed some examples, is [Y]",1
"The [X], who introduced the types of patents, is [Y]",1
"The [X], who discussed with students, is [Y]",1
"The [X], who described the steps, is [Y]",1
"The [X], who used to explore a computer, is [Y]",1
"The [X], who searched for patents, is [Y]",1
"The [X], who concluded to summarize the lesson, is [Y]",1
"The [X], who encouraged to think them, is [Y]",1
"The [X], who learnt about the violation, is [Y]",2
"The [X], who understood the implications, is [Y]",2
"The [X], who was to understand the violation, is [Y]",1
"The [X], who interacted Models, is [Y]",1
"The [X], who defined models, is [Y]",1
"The [X], who explained these models, is [Y]",1
"The [X], who defined ensemble, is [Y]",1
"The [X], who explained to study the models, is [Y]",1
"The [X], who described the concept, is [Y]",1
"The [X], who explained the phenomenon, is [Y]",1
"The [X], who defined coupling, is [Y]",1
"The [X], who explained, is [Y]",2
"The [X], who defined entropy, is [Y]",1
"The [X], who explained the entropy, is [Y]",1
"The [X], who explained to simulate this models, is [Y]",1
"The [X], who discussed scenarios, is [Y]",1
"The [X], who explained this phenomenon, is [Y]",1
"The [X], who discussed simulations, is [Y]",1
"The [X], who gained insights into the behavior, is [Y]",1
"The [X], who learnt b deals, is [Y]",1
"The [X], who explored are sell this assets, is [Y]",1
"The [X], who was b deals, is [Y]",1
"The [X], who included magazines, is [Y]",1
"The [X], who meant for the future, is [Y]",1
"The [X], who expected to see consolidation, is [Y]",1
"The [X], who led to companies, is [Y]",1
"The [X], who created opportunities for innovation, is [Y]",1
"The [X], who generated million, is [Y]",1
"The [X], who struggled to compete resources, is [Y]",1
"The [X], who decided to sell assets, is [Y]",1
"The [X], who learnt are sell deals, is [Y]",1
"The [X], who explored the implications, is [Y]",1
"The [X], who appreciated the opportunities, is [Y]",1
"The [X], who learnt about the uncertainties, is [Y]",1
"The [X], who discussed choosing, is [Y]",1
"The [X], who was uncertainties, is [Y]",1
"The [X], who included volatility, is [Y]",2
"The [X], who was because the power, is [Y]",1
"The [X], who helped more, is [Y]",1
"The [X], who ’ed important to ask questions, is [Y]",1
"The [X], who was goals, is [Y]",2
"The [X], who was willing to make, is [Y]",1
"The [X], who wanted to offer employees, is [Y]",1
"The [X], who was problematic, is [Y]",1
"The [X], who was to create a stream, is [Y]",1
"The [X], who was an part of people, is [Y]",1
"The [X], who ’ed important to understand, is [Y]",1
"The [X], who gave prepared, is [Y]",1
"The [X], who included items, is [Y]",1
"The [X], who built a foundation, is [Y]",1
"The [X], who learnt about tolerance, is [Y]",1
"The [X], who understood important for plants, is [Y]",1
"The [X], who identified the function, is [Y]",1
"The [X], who applied to analyze the concepts, is [Y]",1
"The [X], who referred to a ability, is [Y]",1
"The [X], who was detrimental to plant growth, is [Y]",1
"The [X], who evolved mechanisms, is [Y]",2
"The [X], who was fibers, is [Y]",2
"The [X], who induced the depolymerization, is [Y]",1
"The [X], who was a kinase, is [Y]",1
"The [X], who was due to the fact, is [Y]",1
"The [X], who applied Concepts to Scenarios, is [Y]",1
"The [X], who was able to enhance the tolerance, is [Y]",1
"The [X], who helped plants, is [Y]",1
"The [X], who was a encoding, is [Y]",2
"The [X], who contained characters for all languages, is [Y]",2
"The [X], who was one of the ways, is [Y]",4
"The [X], who learnt about Unicode, is [Y]",2
"The [X], who was Unicode, is [Y]",1
"The [X], who used to identify numbers, is [Y]",1
"The [X], who was 140,000 points in Unicode, is [Y]",1
"The [X], who was UTF-8, is [Y]",1
"The [X], who used to represent bits, is [Y]",1
"The [X], who was the encoding for characters, is [Y]",1
"The [X], who needed to know the point, is [Y]",1
"The [X], who used tools like Vim, is [Y]",1
"The [X], who converted it to encoding, is [Y]",1
"The [X], who said the character, is [Y]",1
"The [X], who wanted to find point, is [Y]",1
"The [X], who found the point, is [Y]",1
"The [X], who saw to find an example, is [Y]",1
"The [X], who was useful for anyone, is [Y]",1
"The [X], who was Cars, is [Y]",2
"The [X], who was vehicles, is [Y]",3
"The [X], who happened through methods, is [Y]",1
"The [X], who worked by sensors, is [Y]",1
"The [X], who included GPS, is [Y]",1
"The [X], who analyzed to provide drivers, is [Y]",1
"The [X], who suggested an route, is [Y]",1
"The [X], who helped money, is [Y]",3
"The [X], who provided drivers with a range, is [Y]",1
"The [X], who was system, is [Y]",2
"The [X], who used to monitor cameras, is [Y]",1
"The [X], who expected to see features, is [Y]",1
"The [X], who was a summary of plan, is [Y]",1
"The [X], who described history, is [Y]",1
"The [X], who provided information about market, is [Y]",1
"The [X], who outlined to reach market, is [Y]",1
"The [X], who detailed company, is [Y]",1
"The [X], who described the team, is [Y]",1
"The [X], who included statements, is [Y]",1
"The [X], who helped focused on goals, is [Y]",1
"The [X], who helped in, is [Y]",5
"The [X], who provided direction, is [Y]",1
"The [X], who helped Progress, is [Y]",1
"The [X], who allowed to improve progress, is [Y]",1
"The [X], who served as a roadmap, is [Y]",1
"The [X], who wanted to open a shop, is [Y]",1
"The [X], who used to secure this plan, is [Y]",1
"The [X], who looked to expand, is [Y]",1
"The [X], who used to identify plan, is [Y]",1
"The [X], who was essential to succeed, is [Y]",1
"The [X], who provided focused on goals, is [Y]",1
"The [X], who positioned company, is [Y]",1
"The [X], who was Abundance, is [Y]",1
"The [X], who referred to the idea, is [Y]",1
"The [X], who was enough to go, is [Y]",1
"The [X], who had access to the resources, is [Y]",1
"The [X], who shared resources, is [Y]",1
"The [X], who led to a distribution, is [Y]",1
"The [X], who was applied to sectors, is [Y]",1
"The [X], who became abundant, is [Y]",1
"The [X], who accessed to own options, is [Y]",1
"The [X], who made communication, is [Y]",1
"The [X], who created, is [Y]",1
"The [X], who led to a democratization, is [Y]",1
"The [X], who made energy, is [Y]",1
"The [X], who was infinite, is [Y]",1
"The [X], who created a distribution, is [Y]",1
"The [X], who created to thrive a world, is [Y]",1
"The [X], who started a Business, is [Y]",1
"The [X], who identified a idea, is [Y]",3
"The [X], who registered the business, is [Y]",3
"The [X], who found customers, is [Y]",3
"The [X], who marketed the business, is [Y]",2
"The [X], who was to provide a product, is [Y]",1
"The [X], who was a idea, is [Y]",4
"The [X], who was important to have a idea, is [Y]",1
"The [X], who validated idea, is [Y]",1
"The [X], who was important to have a plan, is [Y]",1
"The [X], who was included in a plan, is [Y]",1
"The [X], who was registration, is [Y]",3
"The [X], who was important to register the business, is [Y]",1
"The [X], who was a customer, is [Y]",1
"The [X], who was important to find customers, is [Y]",1
"The [X], who was a strategy, is [Y]",3
"The [X], who managed finances, is [Y]",1
"The [X], who was important to manage finances, is [Y]",1
"The [X], who was the types of expenses, is [Y]",1
"The [X], who managed flow, is [Y]",1
"The [X], who was important to market the business, is [Y]",1
"The [X], who was the types of strategies, is [Y]",1
"The [X], who was success, is [Y]",1
"The [X], who was important to measure success, is [Y]",1
"The [X], who increased successful, is [Y]",1
"The [X], who remembered focused on customers, is [Y]",1
"The [X], who understood Sections, is [Y]",1
"The [X], who was a way of the regions, is [Y]",2
"The [X], who learnt about the Basin, is [Y]",2
"The [X], who was a Section, is [Y]",1
"The [X], who included things like topography, is [Y]",1
"The [X], who was useful for the surface, is [Y]",1
"The [X], who was a section of the province, is [Y]",1
"The [X], who was located in Utah, is [Y]",1
"The [X], who flowed into the River, is [Y]",1
"The [X], who was a region with a landscape, is [Y]",1
"The [X], who was flat, is [Y]",1
"The [X], who was arid, is [Y]",1
"The [X], who was used to make decisions, is [Y]",2
"The [X], who discussed for, is [Y]",1
"The [X], who explored the geography, is [Y]",1
"The [X], who focussed on the gains, is [Y]",1
"The [X], who contributed to the temperature, is [Y]",2
"The [X], who installed devices, is [Y]",1
"The [X], who insulated the home, is [Y]",1
"The [X], who used stripping, is [Y]",1
"The [X], who installed windows, is [Y]",1
"The [X], who measured in BTUs, is [Y]",1
"The [X], who was the process of a idea, is [Y]",1
"The [X], who involved stages, is [Y]",2
"The [X], who supposed to create a film, is [Y]",1
"The [X], who developed a script, is [Y]",1
"The [X], who moved the budget, is [Y]",1
"The [X], who captured the scenes, is [Y]",1
"The [X], who was the stages, is [Y]",1
"The [X], who was the roles, is [Y]",1
"The [X], who contributed to the product, is [Y]",1
"The [X], who helped able to analyze the aspects, is [Y]",1
"The [X], who was two forms of exercise, is [Y]",1
"The [X], who improved fitness, is [Y]",1
"The [X], who chose the Class, is [Y]",1
"The [X], who chose a class, is [Y]",1
"The [X], who decided which style, is [Y]",1
"The [X], who looked for a teacher, is [Y]",1
"The [X], who used props, is [Y]",2
"The [X], who breathed, is [Y]",1
"The [X], who modified poses, is [Y]",1
"The [X], who spoke pain, is [Y]",1
"The [X], who reaped the benefits, is [Y]",1
"The [X], who found flexibility, is [Y]",1
"The [X], who helped to share us, is [Y]",1
"The [X], who was crucial for the diseases, is [Y]",1
"The [X], who discussed can bridge the importance, is [Y]",1
"The [X], who was important to communicate, is [Y]",1
"The [X], who was some strategies for control, is [Y]",1
"The [X], who was applied in scenarios, is [Y]",2
"The [X], who was a campaign, is [Y]",1
"The [X], who was used to promote control, is [Y]",1
"The [X], who was used to improve communication, is [Y]",1
"The [X], who was some technology, is [Y]",1
"The [X], who limited access to healthcare, is [Y]",1
"The [X], who was essential for control, is [Y]",1
"The [X], who created a partnership, is [Y]",2
"The [X], who learnt about networking, is [Y]",3
"The [X], who covered the differences, is [Y]",3
"The [X], who explained the differences, is [Y]",2
"The [X], who described the role, is [Y]",1
"The [X], who was used on networks, is [Y]",1
"The [X], who was used to reach systems, is [Y]",1
"The [X], who worked across the internet, is [Y]",1
"The [X], who was used to allow devices, is [Y]",2
"The [X], who worked by the devices, is [Y]",2
"The [X], who translated to appear the packet, is [Y]",3
"The [X], who imagined a network, is [Y]",1
"The [X], who had address, is [Y]",1
"The [X], who acted as a device, is [Y]",1
"The [X], who allowed to assign all devices, is [Y]",1
"The [X], who applied These Skills, is [Y]",2
"The [X], who was essential in sports, is [Y]",2
"The [X], who reduced mistakes, is [Y]",1
"The [X], who was examples of teams, is [Y]",1
"The [X], who was known for preparation, is [Y]",1
"The [X], who spent ready for any situation, is [Y]",1
"The [X], who was known for dedication, is [Y]",1
"The [X], who helped information, is [Y]",2
"The [X], who helped confident, is [Y]",1
"The [X], who achieved confident in abilities, is [Y]",1
"The [X], who remembered the importance, is [Y]",1
"The [X], who was Arbitrage, is [Y]",1
"The [X], who was a form of trading, is [Y]",1
"The [X], who bought the stock, is [Y]",1
"The [X], who was types of arbitrage, is [Y]",1
"The [X], who bought euros in Europe, is [Y]",1
"The [X], who sold for 1,000, is [Y]",1
"The [X], who bought the bond, is [Y]",1
"The [X], who ended buying, is [Y]",1
"The [X], who made right for them, is [Y]",2
"The [X], who used to change gears, is [Y]",1
"The [X], who worked by another gear, is [Y]",1
"The [X], who had teeth, is [Y]",3
"The [X], who determined the efficiency, is [Y]",2
